,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
197,KR7019660000,A019660,글로본,글로본,"GLOBON CO., LTD.",1992/06/04,KOSDAQ,주권,중견기업부,보통주,500,32764319
198,KR7014281000,A014285,금강공업1우선주,금강공업우,KUMKANG KIND(1P),1989/07/31,KOSPI,주권,,구형우선주,1000,589875
199,KR7014280002,A014280,금강공업보통주,금강공업,KUMKANG KIND,1988/09/10,KOSPI,주권,,보통주,1000,29329357
200,KR7053260006,A053260,금강철강,금강철강,"KEUM KANG STEEL CO., LTD",2002/01/04,KOSDAQ,주권,우량기업부,보통주,500,18720000
201,KR7008870008,A008870,금비보통주,금비,Kumbi,1990/06/08,KOSPI,주권,,보통주,5000,1000000
202,KR7045890001,A045890,금빛,GV,GeumVit Corp,2005/11/28,KOSDAQ,주권,관리종목(소속부없음),보통주,500,86766187
203,KR7001570001,A001570,금양보통주,금양,Kumyang,1976/12/17,KOSPI,주권,,보통주,500,48624846
204,KR7002991008,A002995,금호건설1우선주,금호건설우,KUMHOE&C(1P),1988/10/06,KOSPI,주권,,구형우선주,5000,292266
205,KR7002990000,A002990,금호건설보통주,금호건설,KUMHOE&C,1976/06/26,KOSPI,주권,,보통주,5000,36633924
206,KR7011781002,A011785,금호석유화학1우선주,금호석유우,KumhoPetrochemical(1P),1988/10/20,KOSPI,주권,,구형우선주,5000,3023486
207,KR7011780004,A011780,금호석유화학보통주,금호석유,KumhoPetrochemical,1988/01/22,KOSPI,주권,,보통주,5000,30467691
208,KR7214330003,A214330,금호에이치티보통주,금호에이치티,"Kumho HT, Inc.",2015/11/11,KOSPI,주권,,보통주,500,137610598
209,KR7001210004,A001210,금호전기보통주,금호전기,KumhoElectric,1973/11/15,KOSPI,주권,,보통주,500,19186433
210,KR7073240004,A073240,금호타이어보통주,금호타이어,"KUMHOTIRECO.,INC",2005/02/17,KOSPI,주권,,보통주,5000,287260287
211,KR7036190007,A036190,금화피에스시,금화피에스시,"GEUMHWA PSC CO.,LTD.",2000/12/26,KOSDAQ,주권,우량기업부,보통주,500,6000000
212,KR7049080005,A049080,기가레인,기가레인,"GIGALANE Co., Ltd.",2013/12/19,KOSDAQ,주권,중견기업부,보통주,500,79243240
213,KR7035460005,A035460,기산텔레콤,기산텔레콤,"Kisan Telecom CO.,Ltd",1999/11/18,KOSDAQ,주권,벤처기업부,보통주,500,14577340
214,KR7092440007,A092440,기신정기 보통주,기신정기,KISHIN CORPORATION,2007/10/30,KOSPI,주권,,보통주,500,29200000
215,KR7000270009,A000270,기아보통주,기아,KIA CORPORATION,1973/07/21,KOSPI,주권,,보통주,5000,405363347
216,KR7013700000,A013700,까뮤이앤씨보통주,까뮤이앤씨,CAMUS ENGINEERING & CONSTRUCTION Inc.,1989/11/30,KOSPI,주권,,보통주,500,45152280
217,KR7308100007,A308100,까스텔바작,까스텔바작,"Castelbajac Co., Ltd.",2019/06/10,KOSDAQ,주권,우량기업부,보통주,500,6596700
218,KR7004541009,A004545,깨끗한나라1우선주,깨끗한나라우,KleanNara(1P),1988/11/21,KOSPI,주권,,구형우선주,1000,366160
219,KR7004540001,A004540,깨끗한나라보통주,깨끗한나라,KleanNara,1975/06/25,KOSPI,주권,,보통주,1000,37240693
220,KR7187790001,A187790,나노,나노,"NANO. Co., Ltd.",2014/05/08,KOSDAQ,주권,벤처기업부,보통주,500,27067695
221,KR7286750005,A286750,나노브릭,나노브릭,"NANOBRICK Co., Ltd.",2019/08/19,KOSDAQ,주권,기술성장기업부,보통주,500,9302068
222,KR7151910007,A151910,나노스,나노스,"NANOS Co.,Ltd.",2012/08/02,KOSDAQ,주권,중견기업부,보통주,100,148625347
223,KR7121600001,A121600,나노신소재,나노신소재,"Advanced Nano Products Co.,Ltd",2011/02/09,KOSDAQ,주권,벤처기업부,보통주,500,10848333
224,KR7247660004,A247660,나노씨엠에스,나노씨엠에스,"NANOCMS CO.,LTD",2021/03/09,KOSDAQ,주권,기술성장기업부,보통주,500,4288920
225,KR7039860002,A039860,나노엔텍,나노엔텍,"NanoenTek,Inc.",2000/08/16,KOSDAQ,주권,중견기업부,보통주,500,26798327
226,KR7091970004,A091970,나노캠텍,나노캠텍,Nano Chem Tech Inc.,2007/01/30,KOSDAQ,주권,벤처기업부,보통주,500,28080425
227,KR7244880001,A244880,나눔테크,나눔테크,NANOOM,2016/06/01,KONEX,주권,일반기업부,보통주,500,5020000
228,KR7288490006,A288490,나라소프트,나라소프트,NARASOFT,2018/11/23,KONEX,주권,일반기업부,보통주,100,31480000
229,KR7051490001,A051490,나라엠앤디,나라엠앤디,"NARA MOLD & DIE CO., LTD.",2001/06/12,KOSDAQ,주권,중견기업부,보통주,500,14200000
230,KR7190510008,A190510,나무가,나무가,"Namuga Co.,Ltd",2015/11/12,KOSDAQ,주권,중견기업부,보통주,500,13742180
231,KR7242040004,A242040,나무기술,나무기술,"NAMU TECH CO.,LTD.",2016/09/07,KOSDAQ,주권,기술성장기업부,보통주,100,34241700
232,KR7089600001,A089600,나스미디어,나스미디어,"Nasmedia Co., Ltd.",2013/07/17,KOSDAQ,주권,우량기업부,보통주,500,9604910
233,KR7293580007,A293580,나우아이비캐피탈,나우IB,NAU IB Capital,2018/10/04,KOSDAQ,주권,벤처기업부,보통주,5000,9577000
234,KR7257990002,A257990,나우코스,나우코스,NOWCOS,2020/12/30,KONEX,주권,일반기업부,보통주,500,3912595
235,KR7138610001,A138610,나이벡,나이벡,"NIBEC CO., LTD.",2011/07/13,KOSDAQ,주권,기술성장기업부,보통주,500,9902979
236,KR7130580004,A130580,나이스디앤비,나이스디앤비,"NICE D&B CO., LTD.",2011/12/22,KOSDAQ,주권,우량기업부,보통주,500,15400000
237,KR7036800001,A036800,나이스정보통신,나이스정보통신,NICE INFORMATION&TELECOMMUNICATION INC.,2000/05/03,KOSDAQ,주권,우량기업부,보통주,500,10000000
238,KR7030190003,A030190,나이스평가정보,NICE평가정보,"NICE Information Service Co., Ltd.",2000/05/16,KOSDAQ,주권,우량기업부,보통주,500,60714820
239,KR7267320000,A267320,나인테크,나인테크,"Naintech. CO.,LTD.",2017/06/22,KOSDAQ,주권,우량기업부,보통주,100,39396554
240,KR7001260009,A001260,남광토건보통주,남광토건,NamkwangEngineering&Construction,1976/12/28,KOSPI,주권,,보통주,5000,9828901
241,KR7008351009,A008355,남선알미늄1우선주,남선알미우,NamsunAluminium(1P),1989/12/23,KOSPI,주권,,구형우선주,500,307890
242,KR7008350001,A008350,남선알미늄보통주,남선알미늄,NamsunAluminium,1978/05/22,KOSPI,주권,,보통주,500,110179090
243,KR7004270005,A004270,남성보통주,남성,Namsung,1989/11/14,KOSPI,주권,,보통주,500,36212160
244,KR7003921004,A003925,남양유업1우선주,남양유업우,NamyangDairyProducts(1P),1988/06/20,KOSPI,주권,,구형우선주,5000,166662
245,KR7003920006,A003920,남양유업보통주,남양유업,NamyangDairyProducts,1978/06/24,KOSPI,주권,,보통주,5000,720000
246,KR7025860008,A025860,남해화학보통주,남해화학,NamhaeChemical,1995/11/10,KOSPI,주권,,보통주,1000,49678843
247,KR7111710000,A111710,남화산업,남화산업,"Namhwa Industrial Co.,Ltd",2018/11/29,KOSDAQ,주권,중견기업부,보통주,200,20588000
248,KR7091590000,A091590,남화토건,남화토건,"Nam Hwa Construction Company, Limited",2012/01/31,KOSDAQ,주권,우량기업부,보통주,500,11740000
249,KR7168330009,A168330,내츄럴엔도텍,내츄럴엔도텍,"Naturalendo Tech Co., Ltd",2013/10/31,KOSDAQ,주권,관리종목(소속부없음),보통주,500,31029196
250,KR7094860004,A094860,네오리진,네오리진,NEORIGIN,2007/04/16,KOSDAQ,주권,벤처기업부,보통주,100,53678041
251,KR7253590004,A253590,네오셈,네오셈,Neosem Inc.,2018/04/04,KOSDAQ,주권,벤처기업부,보통주,100,37622588
252,KR7212560007,A212560,네오오토,네오오토,"NEOOTO Co., Ltd.",2015/11/18,KOSDAQ,주권,우량기업부,보통주,500,7874963
253,KR7095660007,A095660,네오위즈,네오위즈,NEOWIZ,2007/07/02,KOSDAQ,주권,우량기업부,보통주,500,22033719
254,KR7042420000,A042420,네오위즈홀딩스,네오위즈홀딩스,NEOWIZ HOLDINDS Corporation,2000/06/27,KOSDAQ,주권,우량기업부,보통주,500,8856866
255,KR8840140006,A950220,네오이뮨텍(Reg.S),네오이뮨텍(Reg.S),"NeoImmuneTech, Inc.(Reg.S)",2021/03/16,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,0,98532010
256,KR7311390009,A311390,네오크레마,네오크레마,"Neo Cremar Co., Ltd.",2019/08/22,KOSDAQ,주권,벤처기업부,보통주,500,7327995
257,KR7085910008,A085910,네오티스,네오티스,"NEO TECHNICAL SYSTEM CO., LTD",2007/10/01,KOSDAQ,주권,중견기업부,보통주,500,13468654
258,KR7092730001,A092730,네오팜,네오팜,"Neopharm CO., LTD.",2007/01/30,KOSDAQ,주권,우량기업부,보통주,500,8207361
259,KR7290660000,A290660,네오펙트,네오펙트,"NEOFECT Co.,Ltd",2018/11/28,KOSDAQ,주권,기술성장기업부,보통주,500,18906280
260,KR7306620006,A306620,네온테크,네온테크,"Neontech Co., Ltd.",2018/10/31,KOSDAQ,주권,벤처기업부,보통주,100,39813894
261,KR7153460001,A153460,네이블커뮤니케이션즈,네이블,"Nable Communications, Inc.",2012/07/19,KOSDAQ,주권,벤처기업부,보통주,500,6530014
262,KR7007390008,A007390,네이처셀,네이처셀,"NATURECELL CO.,LTD.",1992/11/30,KOSDAQ,주권,중견기업부,보통주,500,62627156
263,KR7086220001,A086220,네추럴에프앤피,네추럴FNP,Natural F&P,2015/07/09,KONEX,주권,일반기업부,보통주,500,10573865
264,KR7033640004,A033640,네패스,네패스,NEPES Corporation,1999/12/14,KOSDAQ,주권,중견기업부,보통주,500,23059202
265,KR7330860008,A330860,네패스아크,네패스아크,Nepes Ark Corporation,2020/11/17,KOSDAQ,주권,중견기업부,보통주,500,12184045
266,KR7005721006,A005725,넥센1우선주,넥센우,NEXEN(1P),1989/09/23,KOSPI,주권,,구형우선주,500,3600600
267,KR7005720008,A005720,넥센보통주,넥센,NEXEN,1987/12/19,KOSPI,주권,,보통주,500,53543977
268,KR7002351005,A002355,넥센타이어1우선주(신형),넥센타이어1우B,NEXENTIRE(1PB),1999/06/08,KOSPI,주권,,신형우선주,500,6500000
269,KR7002350007,A002350,넥센타이어보통주,넥센타이어,NEXENTIRE,1976/05/19,KOSPI,주권,,보통주,500,97667877
270,KR7089140008,A089140,넥스턴바이오사이언스,넥스턴바이오,NEXTURNBIOSCIENCE,2006/11/01,KOSDAQ,주권,벤처기업부,보통주,500,33220864
271,KR7065170003,A065170,넥스트비티,넥스트BT,"NEXT BT Co., LTD.",2002/11/19,KOSDAQ,주권,중견기업부,보통주,500,88970559
272,KR7003580008,A003580,넥스트사이언스보통주,넥스트사이언스,NEXT SCIENCE,1990/03/23,KOSPI,주권,,보통주,500,41915837
273,KR7137940003,A137940,넥스트아이,넥스트아이,"NextEye Co., Ltd.",2011/06/14,KOSDAQ,주권,중견기업부,보통주,100,77116173
274,KR7160550000,A160550,넥스트엔터테인먼트월드,NEW,"Next Entertainment World Co., Ltd.",2014/12/23,KOSDAQ,주권,중견기업부,보통주,500,27906106
275,KR7348210006,A348210,넥스틴,넥스틴,NEXTIN Inc.,2020/10/08,KOSDAQ,주권,기술성장기업부,보통주,500,9563400
276,KR7041140005,A041140,넥슨지티,넥슨지티,"Nexon GT Co., Ltd.",2000/07/25,KOSDAQ,주권,중견기업부,보통주,500,35373322
277,KR7217270008,A217270,넵튠,넵튠,Neptune Company,2015/06/18,KOSDAQ,주권,중견기업부,보통주,500,31753722
278,KR7225570001,A225570,넷게임즈,넷게임즈,"NAT GAMES Co., Ltd.",2015/09/25,KOSDAQ,주권,중견기업부,보통주,500,28850967
279,KR7251270005,A251270,넷마블보통주,넷마블,Netmarble Corporation,2017/05/12,KOSPI,주권,,보통주,100,85953502
280,KR7317860005,A317860,노드메이슨,노드메이슨,Nordmason,2019/12/06,KONEX,주권,일반기업부,보통주,500,3765258
281,KR7104620000,A104620,노랑풍선,노랑풍선,"Yellow Balloon Tour Co., Ltd.",2019/01/30,KOSDAQ,주권,중견기업부,보통주,500,14296950
282,KR7090351008,A090355,노루페인트 1우선주,노루페인트우,NOROO PAINT(1P),2006/07/03,KOSPI,주권,,구형우선주,500,463126
283,KR7090350000,A090350,노루페인트 보통주,노루페인트,NOROO PAINT,2006/07/03,KOSPI,주권,,보통주,500,20000000
284,KR7000321000,A000325,노루홀딩스1우선주,노루홀딩스우,NorooHoldings(1P),1989/01/21,KOSPI,주권,,구형우선주,500,185250
285,KR7000320002,A000320,노루홀딩스보통주,노루홀딩스,NorooHoldings,1973/08/10,KOSPI,주권,,보통주,500,13291151
286,KR7194700001,A194700,노바렉스,노바렉스,"NOVAREX Co., Ltd.",2018/11/14,KOSDAQ,주권,우량기업부,보통주,500,9003740
287,KR7285490009,A285490,노바텍,노바텍,NOVATECH,2018/11/02,KOSDAQ,주권,벤처기업부,보통주,500,10081744
288,KR7229500004,A229500,노브메타파마,노브메타파마,NOVMETAPHARMA,2015/10/28,KONEX,주권,일반기업부,보통주,500,8962867
289,KR7278650007,A278650,노터스,노터스,"KNOTUS Co.,Ltd.",2019/11/27,KOSDAQ,주권,벤처기업부,보통주,100,7619368
290,KR7144510005,A144510,녹십자랩셀,녹십자랩셀,Green Cross Lab Cell Corporation,2016/06/23,KOSDAQ,주권,벤처기업부,보통주,500,10554054
291,KR7006280002,A006280,녹십자보통주,녹십자,Green Cross Corporation,1989/08/01,KOSPI,주권,,보통주,5000,11686538
292,KR7031390008,A031390,녹십자셀,녹십자셀,GREEN CROSS CELL CORPORATION,1998/09/25,KOSDAQ,주권,벤처기업부,보통주,500,13035197
293,KR7142280007,A142280,녹십자엠에스,녹십자엠에스,Green Cross Medical Science Corporation,2014/12/17,KOSDAQ,주권,중견기업부,보통주,500,21117283
294,KR7234690006,A234690,녹십자웰빙,녹십자웰빙,GREEN CROSS WellBeing Corporation,2019/10/14,KOSDAQ,주권,우량기업부,보통주,500,17752276
295,KR7005252002,A005257,녹십자홀딩스2우선주(신형),녹십자홀딩스2우,Green Cross Holdings Corporation(2PB),1997/03/19,KOSPI,주권,,신형우선주,500,845990
296,KR7005250006,A005250,녹십자홀딩스보통주,녹십자홀딩스,Green Cross Holdings Corporation,1978/08/28,KOSPI,주권,,보통주,500,47028210
297,KR7065560005,A065560,녹원씨엔아이,녹원씨엔아이,"Nokwon Commercials & Industries, Inc.",2003/07/01,KOSDAQ,주권,관리종목(소속부없음),보통주,500,17260625
298,KR7004370003,A004370,농심보통주,농심,Nongshim,1976/06/30,KOSPI,주권,,보통주,5000,6082642
299,KR7072710007,A072710,농심홀딩스보통주,농심홀딩스,NongshimHoldings,2003/07/30,KOSPI,주권,,보통주,5000,4637790
300,KR7154030001,A154030,농업회사법인 아시아종묘,아시아종묘,"ASIA SEED Co.,Ltd.",2018/02/12,KOSDAQ,주권,기술성장기업부,보통주,500,10619969
301,KR7054050000,A054050,농업회사법인농우바이오,농우바이오,"NONG WOO BIO CO.,LTD.",2002/04/02,KOSDAQ,주권,우량기업부,보통주,500,16030561
302,KR7069140002,A069140,누리플랜,누리플랜,"Nuriplan Co., Ltd",2010/10/26,KOSDAQ,주권,벤처기업부,보통주,500,7102743
303,KR7040160004,A040160,누리플렉스,누리플렉스,NuriFlex,2000/08/29,KOSDAQ,주권,중견기업부,보통주,500,12055535
304,KR7126870005,A126870,뉴로스,뉴로스,"NEUROS Co., Ltd.",2012/02/15,KOSDAQ,주권,관리종목(소속부없음),보통주,500,35639385
305,KR7060260007,A060260,뉴보텍,뉴보텍,"NUVOTEC Co., Ltd",2002/02/05,KOSDAQ,주권,벤처기업부,보통주,500,33433750
306,KR7012340006,A012340,뉴인텍,뉴인텍,"NUIN TEK CO., LTD",1997/02/12,KOSDAQ,주권,벤처기업부,보통주,500,30044502
307,KR7214870008,A214870,뉴지랩파마,뉴지랩파마,NewGLAB Pharma,2015/10/13,KOSDAQ,주권,중견기업부,보통주,500,30666778
308,KR7270870009,A270870,뉴트리,뉴트리,"Newtree Co., Ltd.",2018/12/13,KOSDAQ,주권,우량기업부,보통주,500,9113224
309,KR7144960002,A144960,뉴파워프라즈마,뉴파워프라즈마,"New Power Plasma Co.,Ltd",2016/11/30,KOSDAQ,주권,우량기업부,보통주,100,43692624
310,KR7085670008,A085670,뉴프렉스,뉴프렉스,"NEWFLEX TECHNOLOGY Co., LTD.",2006/01/17,KOSDAQ,주권,중견기업부,보통주,500,24209753
311,KR7119860005,A119860,다나와,다나와,"DANAWA Co., Ltd",2011/01/24,KOSDAQ,주권,우량기업부,보통주,500,13074822
312,KR7064260003,A064260,다날,다날,"DANAL CO., LTD.",2004/07/23,KOSDAQ,주권,우량기업부,보통주,500,68949040
313,KR7093640001,A093640,다믈멀티미디어,다믈멀티미디어,"Tamul Multimedia, Co., Ltd.",2007/10/19,KOSDAQ,주권,벤처기업부,보통주,500,14402137
314,KR7340360007,A340360,다보링크,다보링크,DAVOLINK,2019/12/19,KOSDAQ,주권,벤처기업부,보통주,100,40910160
315,KR7039560008,A039560,다산네트웍스,다산네트웍스,"DASAN Networks, Inc.",2000/06/22,KOSDAQ,주권,벤처기업부,보통주,500,36380838
316,KR7058730003,A058730,다스코보통주,다스코,Development Advance Solution,2004/08/02,KOSPI,주권,,보통주,500,16876561
317,KR7023590003,A023590,다우기술보통주,다우기술,DaouTechnology,1997/08/27,KOSPI,주권,,보통주,500,44866617
318,KR7032190001,A032190,다우데이타,다우데이타,DAOU DATA CORP.,1999/12/21,KOSDAQ,주권,우량기업부,보통주,500,38300000
319,KR7323350009,A323350,다원넥스뷰,다원넥스뷰,DAWON NEXVIEW,2019/05/21,KONEX,주권,일반기업부,보통주,500,917500
320,KR7068240001,A068240,다원시스,다원시스,"DAWONSYS Co., LTD",2010/09/14,KOSDAQ,주권,우량기업부,보통주,500,31564407
321,KR7145210001,A145210,다이나믹디자인보통주,다이나믹디자인,Dynamic Design,2015/03/19,KOSPI,주권,,보통주,500,158289246
322,KR7086080009,A086080,다이노나,다이노나,DiNonA,2018/05/08,KONEX,주권,일반기업부,보통주,500,32931086
323,KR7271850000,A271850,다이오진,다이오진,DIOGENE,2017/06/19,KONEX,주권,일반기업부,보통주,100,3123000
324,KR7343090007,A343090,단디바이오사이언스,단디바이오,DanDiBio,2020/04/24,KONEX,주권,일반기업부,보통주,1000,5458325
325,KR7019680008,A019680,대교보통주,대교,DAEKYO,2004/02/03,KOSPI,주권,,보통주,500,84702850
326,KR7019681006,A019685,대교우선주(신형),대교우B,DAEKYO(1PB),2004/02/03,KOSPI,주권,,신형우선주,500,19426990
327,KR7006370001,A006370,대구백화점보통주,대구백화점,DaeguDepartmentStore,1988/10/10,KOSPI,주권,,보통주,5000,10821611
328,KR700806K010,A00806K,대덕1우선주,대덕1우,"DAEDUCK Co.,LTD(1P)",2018/12/19,KOSPI,주권,,종류주권,500,1212357
329,KR7008060006,A008060,대덕보통주,대덕,"DAEDUCK Co.,LTD",1989/01/26,KOSPI,주권,,보통주,500,33890150
330,KR7353200009,A353200,대덕전자보통주,대덕전자,DaeduckElectronics,2020/05/21,KOSPI,주권,,보통주,500,49416925
331,KR735320K011,A35320K,대덕전자우선주,대덕전자1우,DaeduckElectronics(1P),2020/05/21,KOSPI,주권,,종류주권,500,2095519
332,KR7178600003,A178600,대동고려삼 주식회사,대동고려삼,"DAEDONG KOREA GINSENG CO.,LTD.",2013/12/20,KONEX,주권,일반기업부,보통주,500,4449600
333,KR7020400008,A020400,대동금속,대동금속,DaedongMetal,1993/07/30,KOSDAQ,주권,중견기업부,보통주,1000,3189166
334,KR7008830002,A008830,대동기어,대동기어,DaedongGear,1991/05/17,KOSDAQ,주권,중견기업부,보통주,500,8987520
335,KR7000490003,A000490,대동보통주,대동,DAEDONG CORPORATION,1975/06/27,KOSPI,주권,,보통주,1000,23728210
336,KR7048470009,A048470,대동스틸,대동스틸,"DAE DONG STEEL CO., LTD.",2002/01/10,KOSDAQ,주권,중견기업부,보통주,500,10000000
337,KR7008110009,A008110,대동전자보통주,대동전자,DAIDONGElECTRONICS,1990/06/05,KOSPI,주권,,보통주,500,10490447
338,KR7004780003,A004780,대륙제관,대륙제관,DaeryukCan,1994/12/29,KOSDAQ,주권,우량기업부,보통주,500,15903199
339,KR7005750005,A005750,대림B&Co보통주,대림B&Co,DAELIM B&Co,1992/12/23,KOSPI,주권,,보통주,1000,16672240
340,KR7017650003,A017650,대림제지,대림제지,DaelimPaper,1994/11/07,KOSDAQ,주권,우량기업부,보통주,500,9000000
341,KR7006570006,A006570,대림통상보통주,대림통상,DaelimTrading,1975/11/20,KOSPI,주권,,보통주,1000,15225000
342,KR7007720006,A007720,대명소노시즌,대명소노시즌,"DAEMYUNG SONOSEASON CO.,LTD.",1994/01/06,KOSDAQ,주권,우량기업부,보통주,500,100800450
